departamento,provincia,candidato,partido,votos
AMAZONAS,RODRÍGUEZ DE MENDOZA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,14
AMAZONAS,RODRÍGUEZ DE MENDOZA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,11
AMAZONAS,RODRÍGUEZ DE MENDOZA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,10
AMAZONAS,RODRÍGUEZ DE MENDOZA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,7
AMAZONAS,UTCUBAMBA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,16601
AMAZONAS,UTCUBAMBA,,VOTOS EN BLANCO,9313
AMAZONAS,UTCUBAMBA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,8043
AMAZONAS,UTCUBAMBA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,5599
AMAZONAS,UTCUBAMBA,,VOTOS NULOS,3621
AMAZONAS,UTCUBAMBA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,2107
AMAZONAS,UTCUBAMBA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1307
AMAZONAS,UTCUBAMBA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1063
AMAZONAS,UTCUBAMBA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1041
AMAZONAS,UTCUBAMBA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,857
AMAZONAS,UTCUBAMBA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,853
AMAZONAS,UTCUBAMBA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,632
AMAZONAS,UTCUBAMBA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,548
AMAZONAS,UTCUBAMBA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,501
AMAZONAS,UTCUBAMBA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,481
AMAZONAS,UTCUBAMBA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",474
AMAZONAS,UTCUBAMBA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,473
AMAZONAS,UTCUBAMBA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,414
AMAZONAS,UTCUBAMBA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,381
AMAZONAS,UTCUBAMBA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,309
AMAZONAS,UTCUBAMBA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,304
AMAZONAS,UTCUBAMBA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,256
AMAZONAS,UTCUBAMBA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,237
AMAZONAS,UTCUBAMBA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,171
AMAZONAS,UTCUBAMBA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,150
AMAZONAS,UTCUBAMBA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,144
AMAZONAS,UTCUBAMBA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,114
AMAZONAS,UTCUBAMBA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,104
AMAZONAS,UTCUBAMBA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,92
AMAZONAS,UTCUBAMBA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,85
AMAZONAS,UTCUBAMBA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,81
AMAZONAS,UTCUBAMBA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,68
AMAZONAS,UTCUBAMBA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,65
AMAZONAS,UTCUBAMBA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,63
AMAZONAS,UTCUBAMBA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,59
AMAZONAS,UTCUBAMBA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,37
AMAZONAS,UTCUBAMBA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,24
AMAZONAS,UTCUBAMBA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,18
ANCASH,AIJA,,VOTOS EN BLANCO,767
ANCASH,AIJA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,732
ANCASH,AIJA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,639
ANCASH,AIJA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,528
ANCASH,AIJA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,348
ANCASH,AIJA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,312
ANCASH,AIJA,,VOTOS NULOS,292
ANCASH,AIJA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,135
ANCASH,AIJA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,104
ANCASH,AIJA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,84
ANCASH,AIJA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",71
ANCASH,AIJA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,66
ANCASH,AIJA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,50
ANCASH,AIJA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,45
ANCASH,AIJA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,39
ANCASH,AIJA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,33
ANCASH,AIJA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,29
ANCASH,AIJA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,26
ANCASH,AIJA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,22
ANCASH,AIJA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,17
ANCASH,AIJA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,17
ANCASH,AIJA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,14
ANCASH,AIJA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,13
ANCASH,AIJA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,12
ANCASH,AIJA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,12
ANCASH,AIJA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,9
ANCASH,AIJA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,8
ANCASH,AIJA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,8
ANCASH,AIJA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,7
ANCASH,AIJA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,6
ANCASH,AIJA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,5
ANCASH,AIJA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,5
ANCASH,AIJA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,4
ANCASH,AIJA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,4
ANCASH,AIJA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,3
ANCASH,AIJA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,3
ANCASH,AIJA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3
ANCASH,AIJA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1
ANCASH,ANTONIO RAIMONDI,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,1583
ANCASH,ANTONIO RAIMONDI,,VOTOS EN BLANCO,1040
ANCASH,ANTONIO RAIMONDI,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,453
ANCASH,ANTONIO RAIMONDI,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,338
ANCASH,ANTONIO RAIMONDI,,VOTOS NULOS,300
ANCASH,ANTONIO RAIMONDI,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,260
ANCASH,ANTONIO RAIMONDI,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,176
ANCASH,ANTONIO RAIMONDI,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,135
ANCASH,ANTONIO RAIMONDI,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,88
ANCASH,ANTONIO RAIMONDI,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,73
ANCASH,ANTONIO RAIMONDI,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,48
ANCASH,ANTONIO RAIMONDI,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,47
ANCASH,ANTONIO RAIMONDI,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,45
ANCASH,ANTONIO RAIMONDI,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,42
ANCASH,ANTONIO RAIMONDI,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,33
ANCASH,ANTONIO RAIMONDI,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,31
ANCASH,ANTONIO RAIMONDI,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,31
ANCASH,ANTONIO RAIMONDI,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",28
ANCASH,ANTONIO RAIMONDI,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,27
ANCASH,ANTONIO RAIMONDI,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,22
ANCASH,ANTONIO RAIMONDI,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,19
ANCASH,ANTONIO RAIMONDI,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,16
ANCASH,ANTONIO RAIMONDI,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,16
ANCASH,ANTONIO RAIMONDI,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,13
ANCASH,ANTONIO RAIMONDI,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,13
ANCASH,ANTONIO RAIMONDI,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,10
ANCASH,ANTONIO RAIMONDI,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,8
ANCASH,ANTONIO RAIMONDI,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,7
ANCASH,ANTONIO RAIMONDI,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,6
ANCASH,ANTONIO RAIMONDI,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,6
ANCASH,ANTONIO RAIMONDI,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,5
ANCASH,ANTONIO RAIMONDI,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,4
ANCASH,ANTONIO RAIMONDI,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,4
ANCASH,ANTONIO RAIMONDI,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,3
ANCASH,ANTONIO RAIMONDI,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,3
ANCASH,ANTONIO RAIMONDI,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,3
ANCASH,ANTONIO RAIMONDI,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3
ANCASH,ANTONIO RAIMONDI,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,2
ANCASH,ASUNCIÓN,,VOTOS EN BLANCO,690
ANCASH,ASUNCIÓN,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,520
ANCASH,ASUNCIÓN,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,411
ANCASH,ASUNCIÓN,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,265
ANCASH,ASUNCIÓN,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,265
ANCASH,ASUNCIÓN,,VOTOS NULOS,248
ANCASH,ASUNCIÓN,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,156
ANCASH,ASUNCIÓN,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,108
ANCASH,ASUNCIÓN,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,94
ANCASH,ASUNCIÓN,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,87
ANCASH,ASUNCIÓN,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,42
ANCASH,ASUNCIÓN,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",33
ANCASH,ASUNCIÓN,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,30
ANCASH,ASUNCIÓN,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,28
ANCASH,ASUNCIÓN,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,22
ANCASH,ASUNCIÓN,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,22
ANCASH,ASUNCIÓN,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,20
ANCASH,ASUNCIÓN,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,20
ANCASH,ASUNCIÓN,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,18
ANCASH,ASUNCIÓN,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,16
ANCASH,ASUNCIÓN,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,12
ANCASH,ASUNCIÓN,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,10
ANCASH,ASUNCIÓN,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,7
ANCASH,ASUNCIÓN,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,7
ANCASH,ASUNCIÓN,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,7
ANCASH,ASUNCIÓN,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,7
ANCASH,ASUNCIÓN,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,6
ANCASH,ASUNCIÓN,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,6
ANCASH,ASUNCIÓN,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,4
ANCASH,ASUNCIÓN,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,4
ANCASH,ASUNCIÓN,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,3
ANCASH,ASUNCIÓN,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3
ANCASH,ASUNCIÓN,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,2
ANCASH,ASUNCIÓN,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,2
ANCASH,ASUNCIÓN,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,2
ANCASH,ASUNCIÓN,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,1
ANCASH,ASUNCIÓN,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,1
ANCASH,ASUNCIÓN,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,1
ANCASH,BOLOGNESI,,VOTOS EN BLANCO,2240
ANCASH,BOLOGNESI,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1977
ANCASH,BOLOGNESI,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,1806
ANCASH,BOLOGNESI,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1321
ANCASH,BOLOGNESI,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1314
ANCASH,BOLOGNESI,,VOTOS NULOS,699
ANCASH,BOLOGNESI,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,519
ANCASH,BOLOGNESI,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,489
ANCASH,BOLOGNESI,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,438
ANCASH,BOLOGNESI,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,351
ANCASH,BOLOGNESI,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,263
ANCASH,BOLOGNESI,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,244
ANCASH,BOLOGNESI,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,196
ANCASH,BOLOGNESI,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,195
ANCASH,BOLOGNESI,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",143
ANCASH,BOLOGNESI,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,104
ANCASH,BOLOGNESI,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,94
ANCASH,BOLOGNESI,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,92
ANCASH,BOLOGNESI,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,84
ANCASH,BOLOGNESI,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,71
ANCASH,BOLOGNESI,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,70
ANCASH,BOLOGNESI,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,70
ANCASH,BOLOGNESI,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,67
ANCASH,BOLOGNESI,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,47
ANCASH,BOLOGNESI,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,46
ANCASH,BOLOGNESI,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,32
ANCASH,BOLOGNESI,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,27
ANCASH,BOLOGNESI,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,23
ANCASH,BOLOGNESI,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,23
ANCASH,BOLOGNESI,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,19
ANCASH,BOLOGNESI,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,18
ANCASH,BOLOGNESI,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,15
ANCASH,BOLOGNESI,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,15
ANCASH,BOLOGNESI,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,13
ANCASH,BOLOGNESI,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,7
ANCASH,BOLOGNESI,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,6
ANCASH,BOLOGNESI,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,6
ANCASH,BOLOGNESI,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,5
ANCASH,CARHUAZ,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,6213
ANCASH,CARHUAZ,,VOTOS EN BLANCO,6120
ANCASH,CARHUAZ,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,3904
ANCASH,CARHUAZ,,VOTOS NULOS,2787
ANCASH,CARHUAZ,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,2765
ANCASH,CARHUAZ,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,2327
ANCASH,CARHUAZ,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1322
ANCASH,CARHUAZ,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,815
ANCASH,CARHUAZ,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,778
ANCASH,CARHUAZ,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,642
ANCASH,CARHUAZ,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,425
ANCASH,CARHUAZ,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,322
ANCASH,CARHUAZ,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,320
ANCASH,CARHUAZ,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,281
ANCASH,CARHUAZ,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",276
ANCASH,CARHUAZ,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,226
ANCASH,CARHUAZ,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,183
ANCASH,CARHUAZ,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,181
ANCASH,CARHUAZ,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,166
ANCASH,CARHUAZ,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,158
ANCASH,CARHUAZ,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,138
ANCASH,CARHUAZ,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,122
ANCASH,CARHUAZ,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,110
ANCASH,CARHUAZ,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,106
ANCASH,CARHUAZ,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,72
ANCASH,CARHUAZ,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,66
ANCASH,CARHUAZ,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,66
ANCASH,CARHUAZ,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,57
ANCASH,CARHUAZ,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,53
ANCASH,CARHUAZ,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,49
ANCASH,CARHUAZ,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,47
ANCASH,CARHUAZ,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,46
ANCASH,CARHUAZ,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,40
ANCASH,CARHUAZ,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,36
ANCASH,CARHUAZ,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,21
ANCASH,CARHUAZ,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,21
ANCASH,CARHUAZ,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,13
ANCASH,CARHUAZ,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,11
ANCASH,CARLOS FERMÍN FITZCARRALD,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2184
ANCASH,CARLOS FERMÍN FITZCARRALD,,VOTOS EN BLANCO,1834
