departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov,votos_estimados,votos_restantes
ANCASH,CORONGO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,14,27,26,96.296,2835,14.538506272326991,0.5385062723269911
ANCASH,CORONGO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",12,27,26,96.296,2835,12.461576804851706,0.46157680485170616
ANCASH,CORONGO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,10,27,26,96.296,2835,10.384647337376423,0.384647337376423
ANCASH,CORONGO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,8,27,26,96.296,2835,8.307717869901138,0.30771786990113803
ANCASH,CORONGO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,7,27,26,96.296,2835,7.2692531361634956,0.26925313616349555
ANCASH,CORONGO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,7,27,26,96.296,2835,7.2692531361634956,0.26925313616349555
ANCASH,CORONGO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,5,27,26,96.296,2835,5.1923236686882115,0.1923236686882115
ANCASH,CORONGO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,5,27,26,96.296,2835,5.1923236686882115,0.1923236686882115
ANCASH,CORONGO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,4,27,26,96.296,2835,4.153858934950569,0.15385893495056902
ANCASH,CORONGO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,3,27,26,96.296,2835,3.1153942012129265,0.11539420121292654
ANCASH,CORONGO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,3,27,26,96.296,2835,3.1153942012129265,0.11539420121292654
ANCASH,CORONGO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,3,27,26,96.296,2835,3.1153942012129265,0.11539420121292654
ANCASH,CORONGO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,3,27,26,96.296,2835,3.1153942012129265,0.11539420121292654
ANCASH,CORONGO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,3,27,26,96.296,2835,3.1153942012129265,0.11539420121292654
ANCASH,CORONGO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,3,27,26,96.296,2835,3.1153942012129265,0.11539420121292654
ANCASH,CORONGO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,2,27,26,96.296,2835,2.0769294674752845,0.07692946747528451
ANCASH,CORONGO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,2,27,26,96.296,2835,2.0769294674752845,0.07692946747528451
ANCASH,CORONGO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,2,27,26,96.296,2835,2.0769294674752845,0.07692946747528451
ANCASH,CORONGO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1,27,26,96.296,2835,1.0384647337376423,0.038464733737642254
ANCASH,CORONGO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,1,27,26,96.296,2835,1.0384647337376423,0.038464733737642254
ANCASH,HUARAZ,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,11832,456,423,92.763,76546,12755.085540571132,923.0855405711318
ANCASH,HUARAZ,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,11729,456,423,92.763,76546,12644.049890581373,915.0498905813729
ANCASH,HUARAZ,,VOTOS EN BLANCO,11463,456,423,92.763,76546,12357.297629442774,894.2976294427735
ANCASH,HUARAZ,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,9441,456,423,92.763,76546,10177.549238381682,736.5492383816818
ANCASH,HUARAZ,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,7926,456,423,92.763,76546,8544.35496911484,618.3549691148401
ANCASH,HUARAZ,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,7731,456,423,92.763,76546,8334.141845347822,603.1418453478218
ANCASH,HUARAZ,,VOTOS NULOS,6278,456,423,92.763,76546,6767.784569278699,489.78456927869865
ANCASH,HUARAZ,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,6228,456,423,92.763,76546,6713.883768312797,485.88376831279675
ANCASH,HUARAZ,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,4632,456,423,92.763,76546,4993.370201481193,361.37020148119336
ANCASH,HUARAZ,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,2595,456,423,92.763,76546,2797.451570130332,202.45157013033213
ANCASH,HUARAZ,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2466,456,423,92.763,76546,2658.3875036383038,192.38750363830377
ANCASH,HUARAZ,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1825,456,423,92.763,76546,1967.3792352554358,142.3792352554358
ANCASH,HUARAZ,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1461,456,423,92.763,76546,1574.9814042236667,113.98140422366669
ANCASH,HUARAZ,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1234,456,423,92.763,76546,1330.27176783847,96.27176783846994
ANCASH,HUARAZ,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,622,456,423,92.763,76546,670.5259640158253,48.52596401582525
ANCASH,HUARAZ,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,576,456,423,92.763,76546,620.9372271271951,44.937227127195115
ANCASH,HUARAZ,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,566,456,423,92.763,76546,610.1570669340146,44.15706693401455
ANCASH,HUARAZ,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,537,456,423,92.763,76546,578.8946023737913,41.89460237379126
ANCASH,HUARAZ,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,530,456,423,92.763,76546,571.3484902385649,41.348490238564864
ANCASH,HUARAZ,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,495,456,423,92.763,76546,533.6179295624332,38.61792956243323
ANCASH,HUARAZ,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,479,456,423,92.763,76546,516.3696732533446,37.36967325334456
ANCASH,HUARAZ,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,466,456,423,92.763,76546,502.3554650022099,36.35546500220988
ANCASH,HUARAZ,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,418,456,423,92.763,76546,450.61069607494363,32.61069607494363
ANCASH,HUARAZ,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,418,456,423,92.763,76546,450.61069607494363,32.61069607494363
ANCASH,HUARAZ,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,417,456,423,92.763,76546,449.5326800556256,32.532680055625576
ANCASH,HUARAZ,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,350,456,423,92.763,76546,377.3056067613164,27.305606761316426
ANCASH,HUARAZ,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,271,456,423,92.763,76546,292.1423412351907,21.142341235190713
ANCASH,HUARAZ,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,224,456,423,92.763,76546,241.47558832724252,17.47558832724252
ANCASH,HUARAZ,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,217,456,423,92.763,76546,233.9294761920162,16.92947619201621
ANCASH,HUARAZ,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,161,456,423,92.763,76546,173.56057911020557,12.560579110205566
ANCASH,HUARAZ,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,137,456,423,92.763,76546,147.68819464657244,10.688194646572441
ANCASH,HUARAZ,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,119,456,423,92.763,76546,128.2839062988476,9.283906298847597
ANCASH,HUARAZ,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,95,456,423,92.763,76546,102.41152183521446,7.411521835214458
ANCASH,HUARAZ,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,90,456,423,92.763,76546,97.02144173862423,7.021441738624233
ANCASH,HUARAZ,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,90,456,423,92.763,76546,97.02144173862423,7.021441738624233
ANCASH,HUARAZ,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,80,456,423,92.763,76546,86.24128154544375,6.241281545443755
ANCASH,HUARAZ,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,46,456,423,92.763,76546,49.58873688863016,3.5887368886301587
ANCASH,HUARAZ,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,42,456,423,92.763,76546,45.276672811357976,3.276672811357976
ANCASH,HUARI,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,9264,330,295,89.394,33121,10363.11161822941,1099.11161822941
ANCASH,HUARI,,VOTOS EN BLANCO,5769,330,295,89.394,33121,6453.4532518961,684.4532518960996
ANCASH,HUARI,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,4834,330,295,89.394,33121,5407.521757612367,573.5217576123669
ANCASH,HUARI,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,3835,330,295,89.394,33121,4289.997091527395,454.99709152739524
ANCASH,HUARI,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,3611,330,295,89.394,33121,4039.4209902230573,428.4209902230573
ANCASH,HUARI,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,3186,330,295,89.394,33121,3563.9975837304514,377.9975837304514
ANCASH,HUARI,,VOTOS NULOS,2253,330,295,89.394,33121,2520.3033760655076,267.30337606550756
ANCASH,HUARI,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1414,330,295,89.394,33121,1581.761639483634,167.7616394836341
ANCASH,HUARI,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1186,330,295,89.394,33121,1326.7109649417187,140.71096494171866
ANCASH,HUARI,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,619,330,295,89.394,33121,692.4402085151128,73.44020851511277
ANCASH,HUARI,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,573,330,295,89.394,33121,640.982616282972,67.982616282972
ANCASH,HUARI,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,519,330,295,89.394,33121,580.5758775756761,61.575877575676145
ANCASH,HUARI,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,503,330,295,89.394,33121,562.6775846253663,59.67758462536631
ANCASH,HUARI,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,419,330,295,89.394,33121,468.7115466362395,49.71154663623952
ANCASH,HUARI,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",412,330,295,89.394,33121,460.88104347047897,48.88104347047897
ANCASH,HUARI,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,315,330,295,89.394,33121,352.3726424592254,37.3726424592254
ANCASH,HUARI,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,284,330,295,89.394,33121,317.69469986800004,33.69469986800004
ANCASH,HUARI,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,269,330,295,89.394,33121,300.9150502270846,31.915050227084578
ANCASH,HUARI,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,244,330,295,89.394,33121,272.9489674922254,28.948967492225393
ANCASH,HUARI,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,243,330,295,89.394,33121,271.830324182831,28.83032418283102
ANCASH,HUARI,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,237,330,295,89.394,33121,265.11846432646485,28.118464326464846
ANCASH,HUARI,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,209,330,295,89.394,33121,233.79645166342257,24.796451663422573
ANCASH,HUARI,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,205,330,295,89.394,33121,229.3218784258451,24.321878425845114
ANCASH,HUARI,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,94,330,295,89.394,33121,105.15247108307044,11.152471083070438
ANCASH,HUARI,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,86,330,295,89.394,33121,96.20332460791552,10.203324607915519
ANCASH,HUARI,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,85,330,295,89.394,33121,95.08468129852115,10.084681298521147
ANCASH,HUARI,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,75,330,295,89.394,33121,83.89824820457748,8.898248204577484
ANCASH,HUARI,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,66,330,295,89.394,33121,73.83045842002818,7.8304584200281795
ANCASH,HUARI,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,59,330,295,89.394,33121,65.99995525426762,6.999955254267618
ANCASH,HUARI,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,58,330,295,89.394,33121,64.88131194487325,6.8813119448732465
ANCASH,HUARI,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,53,330,295,89.394,33121,59.28809539790142,6.288095397901422
ANCASH,HUARI,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,32,330,295,89.394,33121,35.796585900619725,3.796585900619725
ANCASH,HUARI,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,29,330,295,89.394,33121,32.44065597243662,3.4406559724366232
ANCASH,HUARI,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,26,330,295,89.394,33121,29.08472604425353,3.0847260442535287
ANCASH,HUARI,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,26,330,295,89.394,33121,29.08472604425353,3.0847260442535287
ANCASH,HUARI,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,26,330,295,89.394,33121,29.08472604425353,3.0847260442535287
ANCASH,HUARI,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,16,330,295,89.394,33121,17.898292950309862,1.8982929503098624
ANCASH,HUARI,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,9,330,295,89.394,33121,10.067789784549298,1.0677897845492978
ANCASH,HUARMEY,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,4440,94,79,84.043,13775,5283.009887795533,843.0098877955334
ANCASH,HUARMEY,,VOTOS EN BLANCO,2314,94,79,84.043,13775,2753.3524505312757,439.35245053127574
ANCASH,HUARMEY,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1587,94,79,84.043,13775,1888.3190747593494,301.3190747593494
ANCASH,HUARMEY,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,1343,94,79,84.043,13775,1597.991504348964,254.9915043489641
ANCASH,HUARMEY,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,963,94,79,84.043,13775,1145.8420094475448,182.8420094475448
ANCASH,HUARMEY,,VOTOS NULOS,946,94,79,84.043,13775,1125.6142688861653,179.6142688861653
ANCASH,HUARMEY,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,921,94,79,84.043,13775,1095.8675915900194,174.8675915900194
ANCASH,HUARMEY,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,796,94,79,84.043,13775,947.1342051092893,151.13420510928927
ANCASH,HUARMEY,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,744,94,79,84.043,13775,885.2611163333056,141.2611163333056
ANCASH,HUARMEY,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,395,94,79,84.043,13775,469.9975012791071,74.9975012791071
ANCASH,HUARMEY,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,354,94,79,84.043,13775,421.21295051342764,67.21295051342764
ANCASH,HUARMEY,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,346,94,79,84.043,13775,411.6940137786609,65.69401377866092
ANCASH,HUARMEY,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,276,94,79,84.043,13775,328.40331734945204,52.40331734945204
ANCASH,HUARMEY,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",273,94,79,84.043,13775,324.83371607391456,51.83371607391456
ANCASH,HUARMEY,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,198,94,79,84.043,13775,235.5936841854765,37.59368418547649
ANCASH,HUARMEY,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,131,94,79,84.043,13775,155.87258903180515,24.87258903180515
ANCASH,HUARMEY,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,127,94,79,84.043,13775,151.11312066442179,24.113120664421785
ANCASH,HUARMEY,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,113,94,79,84.043,13775,134.45498137858002,21.454981378580015
ANCASH,HUARMEY,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,110,94,79,84.043,13775,130.88538010304248,20.88538010304248
ANCASH,HUARMEY,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,94,94,79,84.043,13775,111.84750663350904,17.84750663350904
ANCASH,HUARMEY,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,88,94,79,84.043,13775,104.708304082434,16.708304082433997
ANCASH,HUARMEY,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,83,94,79,84.043,13775,98.7589686232048,15.758968623204794
ANCASH,HUARMEY,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,74,94,79,84.043,13775,88.05016479659221,14.050164796592213
ANCASH,HUARMEY,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,48,94,79,84.043,13775,57.11362040860036,9.113620408600362
ANCASH,HUARMEY,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,46,94,79,84.043,13775,54.73388622490868,8.73388622490868
ANCASH,HUARMEY,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,33,94,79,84.043,13775,39.265614030912744,6.265614030912744
ANCASH,HUARMEY,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,32,94,79,84.043,13775,38.0757469390669,6.075746939066903
ANCASH,HUARMEY,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,30,94,79,84.043,13775,35.69601275537522,5.696012755375222
ANCASH,HUARMEY,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,26,94,79,84.043,13775,30.936544387991862,4.936544387991862
ANCASH,HUARMEY,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,19,94,79,84.043,13775,22.607474745070974,3.6074747450709737
ANCASH,HUARMEY,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,19,94,79,84.043,13775,22.607474745070974,3.6074747450709737
ANCASH,HUARMEY,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,17,94,79,84.043,13775,20.227740561379292,3.227740561379292
ANCASH,HUARMEY,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,10,94,79,84.043,13775,11.898670918458407,1.8986709184584072
ANCASH,HUARMEY,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,10,94,79,84.043,13775,11.898670918458407,1.8986709184584072
ANCASH,HUARMEY,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,9,94,79,84.043,13775,10.708803826612566,1.7088038266125665
ANCASH,HUARMEY,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,9,94,79,84.043,13775,10.708803826612566,1.7088038266125665
ANCASH,HUARMEY,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,8,94,79,84.043,13775,9.518936734766726,1.5189367347667257
ANCASH,HUARMEY,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,3,94,79,84.043,13775,3.5696012755375226,0.5696012755375226
ANCASH,HUAYLAS,,VOTOS EN BLANCO,7175,169,163,96.45,23103,7439.087610160705,264.08761016070457
ANCASH,HUAYLAS,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,6651,169,163,96.45,23103,6895.800933125972,244.80093312597182
ANCASH,HUAYLAS,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,3555,169,163,96.45,23103,3685.847589424572,130.8475894245721
ANCASH,HUAYLAS,,VOTOS NULOS,3032,169,163,96.45,23103,3143.5977190254016,111.5977190254016
ANCASH,HUAYLAS,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,2253,169,163,96.45,23103,2335.9253499222395,82.92534992223955
ANCASH,HUAYLAS,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2047,169,163,96.45,23103,2122.343182996371,75.34318299637107
ANCASH,HUAYLAS,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1752,169,163,96.45,23103,1816.4852255054432,64.48522550544317
ANCASH,HUAYLAS,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1096,169,163,96.45,23103,1136.3400725764645,40.340072576464536
ANCASH,HUAYLAS,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1021,169,163,96.45,23103,1058.5795749092795,37.57957490927947
ANCASH,HUAYLAS,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,812,169,163,96.45,23103,841.8869880767237,29.886988076723696
ANCASH,HUAYLAS,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,396,169,163,96.45,23103,410.57542768273714,14.575427682737143
ANCASH,HUAYLAS,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,386,169,163,96.45,23103,400.2073613271125,14.207361327112494
ANCASH,HUAYLAS,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",379,169,163,96.45,23103,392.9497148781752,13.9497148781752
ANCASH,HUAYLAS,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,304,169,163,96.45,23103,315.18921721099014,11.189217210990137
ANCASH,HUAYLAS,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,290,169,163,96.45,23103,300.6739243131156,10.673924313115606
ANCASH,HUAYLAS,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,272,169,163,96.45,23103,282.0114048729912,10.011404872991193
ANCASH,HUAYLAS,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,197,169,163,96.45,23103,204.2509072058061,7.250907205806101
ANCASH,HUAYLAS,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,186,169,163,96.45,23103,192.84603421461898,6.846034214618982
ANCASH,HUAYLAS,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,159,169,163,96.45,23103,164.85225505443233,5.852255054432334
ANCASH,HUAYLAS,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,156,169,163,96.45,23103,161.74183514774495,5.7418351477449505
ANCASH,HUAYLAS,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,151,169,163,96.45,23103,156.5578019699326,5.557801969932598
ANCASH,HUAYLAS,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,148,169,163,96.45,23103,153.44738206324521,5.447382063245215
ANCASH,HUAYLAS,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,117,169,163,96.45,23103,121.30637636080871,4.306376360808713
ANCASH,HUAYLAS,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,107,169,163,96.45,23103,110.93831000518404,3.938310005184036
ANCASH,HUAYLAS,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,87,169,163,96.45,23103,90.20217729393468,3.2021772939346818
ANCASH,HUAYLAS,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,80,169,163,96.45,23103,82.9445308449974,2.944530844997402
ANCASH,HUAYLAS,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,79,169,163,96.45,23103,81.90772420943493,2.9077242094349316
ANCASH,HUAYLAS,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,71,169,163,96.45,23103,73.6132711249352,2.6132711249351956
ANCASH,HUAYLAS,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,66,169,163,96.45,23103,68.42923794712286,2.429237947122857
ANCASH,HUAYLAS,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,59,169,163,96.45,23103,61.171591498185585,2.1715914981855846
ANCASH,HUAYLAS,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,55,169,163,96.45,23103,57.02436495593572,2.0243649559357166
