departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov
MOQUEGUA,GENERAL SÁNCHEZ CERRO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,12,62,57,91.935,8073
MOQUEGUA,GENERAL SÁNCHEZ CERRO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,10,62,57,91.935,8073
MOQUEGUA,GENERAL SÁNCHEZ CERRO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,10,62,57,91.935,8073
MOQUEGUA,GENERAL SÁNCHEZ CERRO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,3,62,57,91.935,8073
MOQUEGUA,GENERAL SÁNCHEZ CERRO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,3,62,57,91.935,8073
MOQUEGUA,ILO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,5794,233,217,93.133,44379
MOQUEGUA,ILO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,5247,233,217,93.133,44379
MOQUEGUA,ILO,,VOTOS EN BLANCO,4874,233,217,93.133,44379
MOQUEGUA,ILO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,4655,233,217,93.133,44379
MOQUEGUA,ILO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,3905,233,217,93.133,44379
MOQUEGUA,ILO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,3796,233,217,93.133,44379
MOQUEGUA,ILO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,3705,233,217,93.133,44379
MOQUEGUA,ILO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2970,233,217,93.133,44379
MOQUEGUA,ILO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2414,233,217,93.133,44379
MOQUEGUA,ILO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1958,233,217,93.133,44379
MOQUEGUA,ILO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1950,233,217,93.133,44379
MOQUEGUA,ILO,,VOTOS NULOS,1879,233,217,93.133,44379
MOQUEGUA,ILO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1769,233,217,93.133,44379
MOQUEGUA,ILO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1059,233,217,93.133,44379
MOQUEGUA,ILO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,636,233,217,93.133,44379
MOQUEGUA,ILO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,552,233,217,93.133,44379
MOQUEGUA,ILO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,497,233,217,93.133,44379
MOQUEGUA,ILO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,464,233,217,93.133,44379
MOQUEGUA,ILO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,462,233,217,93.133,44379
MOQUEGUA,ILO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,407,233,217,93.133,44379
MOQUEGUA,ILO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,269,233,217,93.133,44379
MOQUEGUA,ILO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,264,233,217,93.133,44379
MOQUEGUA,ILO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,214,233,217,93.133,44379
MOQUEGUA,ILO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,214,233,217,93.133,44379
MOQUEGUA,ILO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,190,233,217,93.133,44379
MOQUEGUA,ILO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,157,233,217,93.133,44379
MOQUEGUA,ILO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,157,233,217,93.133,44379
MOQUEGUA,ILO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,134,233,217,93.133,44379
MOQUEGUA,ILO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,95,233,217,93.133,44379
MOQUEGUA,ILO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,86,233,217,93.133,44379
MOQUEGUA,ILO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,83,233,217,93.133,44379
MOQUEGUA,ILO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,55,233,217,93.133,44379
MOQUEGUA,ILO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,51,233,217,93.133,44379
MOQUEGUA,ILO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,50,233,217,93.133,44379
MOQUEGUA,ILO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,38,233,217,93.133,44379
MOQUEGUA,ILO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,31,233,217,93.133,44379
MOQUEGUA,ILO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,30,233,217,93.133,44379
MOQUEGUA,ILO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,21,233,217,93.133,44379
MOQUEGUA,MARISCAL NIETO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,7243,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,6823,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,6452,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,5440,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,,VOTOS EN BLANCO,5142,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,4934,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2981,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2951,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,2850,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2649,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,,VOTOS NULOS,2590,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,2509,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,2484,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2458,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,945,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,863,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,608,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,569,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,552,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,397,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,329,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,321,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,240,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,180,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,178,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,165,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,139,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,134,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,107,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,97,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,83,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,77,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,76,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,60,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,56,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,53,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,51,283,275,97.173,56104
MOQUEGUA,MARISCAL NIETO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,50,283,275,97.173,56104
PASCO,DANIEL ALCIDES CARRIÓN,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,4631,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,,VOTOS EN BLANCO,2104,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1773,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1436,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,962,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,,VOTOS NULOS,778,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,602,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,533,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,304,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,284,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,234,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,221,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,219,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,205,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,153,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,125,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,122,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",118,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,109,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,97,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,80,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,69,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,42,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,31,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,31,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,22,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,19,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,18,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,14,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,14,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,14,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,13,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,12,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,12,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,10,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,10,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,5,107,95,88.785,12548
PASCO,DANIEL ALCIDES CARRIÓN,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,4,107,95,88.785,12548
PASCO,OXAPAMPA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,10008,317,191,60.252,27775
PASCO,OXAPAMPA,,VOTOS EN BLANCO,5879,317,191,60.252,27775
PASCO,OXAPAMPA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,3914,317,191,60.252,27775
PASCO,OXAPAMPA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2726,317,191,60.252,27775
PASCO,OXAPAMPA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,2520,317,191,60.252,27775
PASCO,OXAPAMPA,,VOTOS NULOS,1697,317,191,60.252,27775
PASCO,OXAPAMPA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1233,317,191,60.252,27775
PASCO,OXAPAMPA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1167,317,191,60.252,27775
PASCO,OXAPAMPA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1056,317,191,60.252,27775
PASCO,OXAPAMPA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,853,317,191,60.252,27775
PASCO,OXAPAMPA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,638,317,191,60.252,27775
PASCO,OXAPAMPA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,403,317,191,60.252,27775
PASCO,OXAPAMPA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",403,317,191,60.252,27775
PASCO,OXAPAMPA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,335,317,191,60.252,27775
PASCO,OXAPAMPA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,309,317,191,60.252,27775
PASCO,OXAPAMPA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,297,317,191,60.252,27775
PASCO,OXAPAMPA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,278,317,191,60.252,27775
PASCO,OXAPAMPA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,222,317,191,60.252,27775
PASCO,OXAPAMPA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,171,317,191,60.252,27775
PASCO,OXAPAMPA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,169,317,191,60.252,27775
PASCO,OXAPAMPA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,145,317,191,60.252,27775
PASCO,OXAPAMPA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,118,317,191,60.252,27775
PASCO,OXAPAMPA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,115,317,191,60.252,27775
PASCO,OXAPAMPA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,112,317,191,60.252,27775
PASCO,OXAPAMPA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,103,317,191,60.252,27775
PASCO,OXAPAMPA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,64,317,191,60.252,27775
PASCO,OXAPAMPA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,62,317,191,60.252,27775
PASCO,OXAPAMPA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,53,317,191,60.252,27775
PASCO,OXAPAMPA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,52,317,191,60.252,27775
PASCO,OXAPAMPA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,46,317,191,60.252,27775
PASCO,OXAPAMPA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,44,317,191,60.252,27775
PASCO,OXAPAMPA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,39,317,191,60.252,27775
PASCO,OXAPAMPA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,34,317,191,60.252,27775
PASCO,OXAPAMPA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,22,317,191,60.252,27775
PASCO,OXAPAMPA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,19,317,191,60.252,27775
PASCO,OXAPAMPA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,18,317,191,60.252,27775
PASCO,OXAPAMPA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,17,317,191,60.252,27775
PASCO,OXAPAMPA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,10,317,191,60.252,27775
PASCO,PASCO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,8511,378,331,87.566,53851
PASCO,PASCO,,VOTOS EN BLANCO,7390,378,331,87.566,53851
PASCO,PASCO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,7204,378,331,87.566,53851
PASCO,PASCO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,6614,378,331,87.566,53851
PASCO,PASCO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,6349,378,331,87.566,53851
PASCO,PASCO,,VOTOS NULOS,3606,378,331,87.566,53851
PASCO,PASCO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,3315,378,331,87.566,53851
PASCO,PASCO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,3083,378,331,87.566,53851
PASCO,PASCO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,2763,378,331,87.566,53851
PASCO,PASCO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2744,378,331,87.566,53851
PASCO,PASCO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2239,378,331,87.566,53851
PASCO,PASCO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1970,378,331,87.566,53851
PASCO,PASCO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1504,378,331,87.566,53851
PASCO,PASCO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1308,378,331,87.566,53851
PASCO,PASCO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1027,378,331,87.566,53851
PASCO,PASCO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,737,378,331,87.566,53851
PASCO,PASCO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,666,378,331,87.566,53851
PASCO,PASCO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,560,378,331,87.566,53851
PASCO,PASCO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,440,378,331,87.566,53851
PASCO,PASCO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,351,378,331,87.566,53851
PASCO,PASCO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,317,378,331,87.566,53851
PASCO,PASCO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,283,378,331,87.566,53851
PASCO,PASCO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,278,378,331,87.566,53851
PASCO,PASCO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,255,378,331,87.566,53851
PASCO,PASCO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,178,378,331,87.566,53851
PASCO,PASCO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,164,378,331,87.566,53851
PASCO,PASCO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,160,378,331,87.566,53851
PASCO,PASCO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,129,378,331,87.566,53851
PASCO,PASCO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,99,378,331,87.566,53851
PASCO,PASCO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,97,378,331,87.566,53851
PASCO,PASCO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,91,378,331,87.566,53851
PASCO,PASCO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,91,378,331,87.566,53851
PASCO,PASCO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,90,378,331,87.566,53851
PASCO,PASCO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,74,378,331,87.566,53851
PASCO,PASCO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,54,378,331,87.566,53851
PASCO,PASCO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,50,378,331,87.566,53851
PASCO,PASCO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,37,378,331,87.566,53851
